database_name,database_owner,database_start_time,schema_name,schema_owner,schema_create_time,table_name,table_owner,table_create_time,column_name,column_type,column_length,column_default_value,column_nullable,column_numeric_precision,column_numeric_scale,column_id
VMart,dbadmin,2019-09-19 17:23:50.117624-04,public,dbadmin,2019-04-22 18:54:10.884944-04,product_dimension,dbadmin,2019-04-22 18:54:59.306639-04,shelf_height,int,8,,t,,,45035996273707154-14
VMart,dbadmin,2019-09-19 17:23:50.117624-04,public,dbadmin,2019-04-22 18:54:10.884944-04,product_dimension,dbadmin,2019-04-22 18:54:59.306639-04,shelf_width,int,8,,t,,,45035996273707154-13
VMart,dbadmin,2019-09-19 17:23:50.117624-04,public,dbadmin,2019-04-22 18:54:10.884944-04,product_dimension,dbadmin,2019-04-22 18:54:59.306639-04,sku_number,char(32),32,,t,,,45035996273707154-4
VMart,dbadmin,2019-09-19 17:23:50.117624-04,public,dbadmin,2019-04-22 18:54:10.884944-04,product_dimension,dbadmin,2019-04-22 18:54:59.306639-04,weight,int,8,,t,,,45035996273707154-11
VMart,dbadmin,2019-09-19 17:23:50.117624-04,public,dbadmin,2019-04-22 18:54:10.884944-04,product_dimension,dbadmin,2019-04-22 18:54:59.306639-04,weight_units_of_measure,char(32),32,,t,,,45035996273707154-12
VMart,dbadmin,2019-09-19 17:23:50.117624-04,public,dbadmin,2019-04-22 18:54:10.884944-04,promotion_dimension,dbadmin,2019-04-22 18:54:59.311818-04,ad_media_name,varchar(32),32,,t,,,45035996273707158-8
VMart,dbadmin,2019-09-19 17:23:50.117624-04,public,dbadmin,2019-04-22 18:54:10.884944-04,promotion_dimension,dbadmin,2019-04-22 18:54:59.311818-04,ad_type,varchar(32),32,,t,,,45035996273707158-5
VMart,dbadmin,2019-09-19 17:23:50.117624-04,public,dbadmin,2019-04-22 18:54:10.884944-04,promotion_dimension,dbadmin,2019-04-22 18:54:59.311818-04,coupon_type,varchar(32),32,,t,,,45035996273707158-7
VMart,dbadmin,2019-09-19 17:23:50.117624-04,public,dbadmin,2019-04-22 18:54:10.884944-04,promotion_dimension,dbadmin,2019-04-22 18:54:59.311818-04,display_provider,varchar(128),128,,t,,,45035996273707158-9
VMart,dbadmin,2019-09-19 17:23:50.117624-04,public,dbadmin,2019-04-22 18:54:10.884944-04,promotion_dimension,dbadmin,2019-04-22 18:54:59.311818-04,display_type,varchar(32),32,,t,,,45035996273707158-6
VMart,dbadmin,2019-09-19 17:23:50.117624-04,public,dbadmin,2019-04-22 18:54:10.884944-04,promotion_dimension,dbadmin,2019-04-22 18:54:59.311818-04,price_reduction_type,varchar(32),32,,t,,,45035996273707158-3
VMart,dbadmin,2019-09-19 17:23:50.117624-04,public,dbadmin,2019-04-22 18:54:10.884944-04,promotion_dimension,dbadmin,2019-04-22 18:54:59.311818-04,promotion_begin_date,date,8,,t,,,45035996273707158-11
VMart,dbadmin,2019-09-19 17:23:50.117624-04,public,dbadmin,2019-04-22 18:54:10.884944-04,promotion_dimension,dbadmin,2019-04-22 18:54:59.311818-04,promotion_cost,int,8,,t,,,45035996273707158-10
VMart,dbadmin,2019-09-19 17:23:50.117624-04,public,dbadmin,2019-04-22 18:54:10.884944-04,promotion_dimension,dbadmin,2019-04-22 18:54:59.311818-04,promotion_end_date,date,8,,t,,,45035996273707158-12
VMart,dbadmin,2019-09-19 17:23:50.117624-04,public,dbadmin,2019-04-22 18:54:10.884944-04,promotion_dimension,dbadmin,2019-04-22 18:54:59.311818-04,promotion_key,int,8,,f,,,45035996273707158-1
VMart,dbadmin,2019-09-19 17:23:50.117624-04,public,dbadmin,2019-04-22 18:54:10.884944-04,promotion_dimension,dbadmin,2019-04-22 18:54:59.311818-04,promotion_media_type,varchar(32),32,,t,,,45035996273707158-4
VMart,dbadmin,2019-09-19 17:23:50.117624-04,public,dbadmin,2019-04-22 18:54:10.884944-04,promotion_dimension,dbadmin,2019-04-22 18:54:59.311818-04,promotion_name,varchar(128),128,,t,,,45035996273707158-2
VMart,dbadmin,2019-09-19 17:23:50.117624-04,public,dbadmin,2019-04-22 18:54:10.884944-04,shipping_dimension,dbadmin,2019-04-22 18:54:59.331211-04,ship_carrier,char(20),20,,t,,,45035996273707174-4
VMart,dbadmin,2019-09-19 17:23:50.117624-04,public,dbadmin,2019-04-22 18:54:10.884944-04,shipping_dimension,dbadmin,2019-04-22 18:54:59.331211-04,ship_mode,char(10),10,,t,,,45035996273707174-3
VMart,dbadmin,2019-09-19 17:23:50.117624-04,public,dbadmin,2019-04-22 18:54:10.884944-04,shipping_dimension,dbadmin,2019-04-22 18:54:59.331211-04,ship_type,char(30),30,,t,,,45035996273707174-2
VMart,dbadmin,2019-09-19 17:23:50.117624-04,public,dbadmin,2019-04-22 18:54:10.884944-04,shipping_dimension,dbadmin,2019-04-22 18:54:59.331211-04,shipping_key,int,8,,f,,,45035996273707174-1
VMart,dbadmin,2019-09-19 17:23:50.117624-04,public,dbadmin,2019-04-22 18:54:10.884944-04,vendor_dimension,dbadmin,2019-04-22 18:54:59.321812-04,deal_size,int,8,,t,,,45035996273707166-7
VMart,dbadmin,2019-09-19 17:23:50.117624-04,public,dbadmin,2019-04-22 18:54:10.884944-04,vendor_dimension,dbadmin,2019-04-22 18:54:59.321812-04,last_deal_update,date,8,,t,,,45035996273707166-8
VMart,dbadmin,2019-09-19 17:23:50.117624-04,public,dbadmin,2019-04-22 18:54:10.884944-04,vendor_dimension,dbadmin,2019-04-22 18:54:59.321812-04,vendor_address,varchar(64),64,,t,,,45035996273707166-3
VMart,dbadmin,2019-09-19 17:23:50.117624-04,public,dbadmin,2019-04-22 18:54:10.884944-04,vendor_dimension,dbadmin,2019-04-22 18:54:59.321812-04,vendor_city,varchar(64),64,,t,,,45035996273707166-4
VMart,dbadmin,2019-09-19 17:23:50.117624-04,public,dbadmin,2019-04-22 18:54:10.884944-04,vendor_dimension,dbadmin,2019-04-22 18:54:59.321812-04,vendor_key,int,8,,f,,,45035996273707166-1
VMart,dbadmin,2019-09-19 17:23:50.117624-04,public,dbadmin,2019-04-22 18:54:10.884944-04,vendor_dimension,dbadmin,2019-04-22 18:54:59.321812-04,vendor_name,varchar(64),64,,t,,,45035996273707166-2
VMart,dbadmin,2019-09-19 17:23:50.117624-04,public,dbadmin,2019-04-22 18:54:10.884944-04,vendor_dimension,dbadmin,2019-04-22 18:54:59.321812-04,vendor_region,varchar(32),32,,t,,,45035996273707166-6
VMart,dbadmin,2019-09-19 17:23:50.117624-04,public,dbadmin,2019-04-22 18:54:10.884944-04,vendor_dimension,dbadmin,2019-04-22 18:54:59.321812-04,vendor_state,char(2),2,,t,,,45035996273707166-5
VMart,dbadmin,2019-09-19 17:23:50.117624-04,public,dbadmin,2019-04-22 18:54:10.884944-04,warehouse_dimension,dbadmin,2019-04-22 18:54:59.335575-04,warehouse_address,varchar(256),256,,t,,,45035996273707178-3
VMart,dbadmin,2019-09-19 17:23:50.117624-04,public,dbadmin,2019-04-22 18:54:10.884944-04,warehouse_dimension,dbadmin,2019-04-22 18:54:59.335575-04,warehouse_city,varchar(60),60,,t,,,45035996273707178-4
VMart,dbadmin,2019-09-19 17:23:50.117624-04,public,dbadmin,2019-04-22 18:54:10.884944-04,warehouse_dimension,dbadmin,2019-04-22 18:54:59.335575-04,warehouse_key,int,8,,f,,,45035996273707178-1
VMart,dbadmin,2019-09-19 17:23:50.117624-04,public,dbadmin,2019-04-22 18:54:10.884944-04,warehouse_dimension,dbadmin,2019-04-22 18:54:59.335575-04,warehouse_name,varchar(20),20,,t,,,45035996273707178-2
VMart,dbadmin,2019-09-19 17:23:50.117624-04,public,dbadmin,2019-04-22 18:54:10.884944-04,warehouse_dimension,dbadmin,2019-04-22 18:54:59.335575-04,warehouse_region,varchar(32),32,,t,,,45035996273707178-6
VMart,dbadmin,2019-09-19 17:23:50.117624-04,public,dbadmin,2019-04-22 18:54:10.884944-04,warehouse_dimension,dbadmin,2019-04-22 18:54:59.335575-04,warehouse_state,char(2),2,,t,,,45035996273707178-5
VMart,dbadmin,2019-09-19 17:23:50.117624-04,store,dbadmin,2019-04-22 18:54:59.251449-04,store_dimension,dbadmin,2019-04-22 18:54:59.378402-04,annual_shrinkage,int,8,,t,,,45035996273707190-16
VMart,dbadmin,2019-09-19 17:23:50.117624-04,store,dbadmin,2019-04-22 18:54:59.251449-04,store_dimension,dbadmin,2019-04-22 18:54:59.378402-04,financial_service_type,varchar(32),32,,t,,,45035996273707190-10
VMart,dbadmin,2019-09-19 17:23:50.117624-04,store,dbadmin,2019-04-22 18:54:59.251449-04,store_dimension,dbadmin,2019-04-22 18:54:59.378402-04,first_open_date,date,8,,t,,,45035996273707190-13
VMart,dbadmin,2019-09-19 17:23:50.117624-04,store,dbadmin,2019-04-22 18:54:59.251449-04,store_dimension,dbadmin,2019-04-22 18:54:59.378402-04,floor_plan_type,varchar(32),32,,t,,,45035996273707190-8
VMart,dbadmin,2019-09-19 17:23:50.117624-04,store,dbadmin,2019-04-22 18:54:59.251449-04,store_dimension,dbadmin,2019-04-22 18:54:59.378402-04,foot_traffic,int,8,,t,,,45035996273707190-17
VMart,dbadmin,2019-09-19 17:23:50.117624-04,store,dbadmin,2019-04-22 18:54:59.251449-04,store_dimension,dbadmin,2019-04-22 18:54:59.378402-04,last_remodel_date,date,8,,t,,,45035996273707190-14
VMart,dbadmin,2019-09-19 17:23:50.117624-04,store,dbadmin,2019-04-22 18:54:59.251449-04,store_dimension,dbadmin,2019-04-22 18:54:59.378402-04,monthly_rent_cost,int,8,,t,,,45035996273707190-18
VMart,dbadmin,2019-09-19 17:23:50.117624-04,store,dbadmin,2019-04-22 18:54:59.251449-04,store_dimension,dbadmin,2019-04-22 18:54:59.378402-04,number_of_employees,int,8,,t,,,45035996273707190-15
VMart,dbadmin,2019-09-19 17:23:50.117624-04,store,dbadmin,2019-04-22 18:54:59.251449-04,store_dimension,dbadmin,2019-04-22 18:54:59.378402-04,photo_processing_type,varchar(32),32,,t,,,45035996273707190-9
VMart,dbadmin,2019-09-19 17:23:50.117624-04,store,dbadmin,2019-04-22 18:54:59.251449-04,store_dimension,dbadmin,2019-04-22 18:54:59.378402-04,selling_square_footage,int,8,,t,,,45035996273707190-11
VMart,dbadmin,2019-09-19 17:23:50.117624-04,store,dbadmin,2019-04-22 18:54:59.251449-04,store_dimension,dbadmin,2019-04-22 18:54:59.378402-04,store_address,varchar(256),256,,t,,,45035996273707190-4
VMart,dbadmin,2019-09-19 17:23:50.117624-04,store,dbadmin,2019-04-22 18:54:59.251449-04,store_dimension,dbadmin,2019-04-22 18:54:59.378402-04,store_city,varchar(64),64,,t,,,45035996273707190-5
VMart,dbadmin,2019-09-19 17:23:50.117624-04,store,dbadmin,2019-04-22 18:54:59.251449-04,store_dimension,dbadmin,2019-04-22 18:54:59.378402-04,store_key,int,8,,f,,,45035996273707190-1
VMart,dbadmin,2019-09-19 17:23:50.117624-04,store,dbadmin,2019-04-22 18:54:59.251449-04,store_dimension,dbadmin,2019-04-22 18:54:59.378402-04,store_name,varchar(64),64,,t,,,45035996273707190-2
VMart,dbadmin,2019-09-19 17:23:50.117624-04,store,dbadmin,2019-04-22 18:54:59.251449-04,store_dimension,dbadmin,2019-04-22 18:54:59.378402-04,store_number,int,8,,t,,,45035996273707190-3
VMart,dbadmin,2019-09-19 17:23:50.117624-04,store,dbadmin,2019-04-22 18:54:59.251449-04,store_dimension,dbadmin,2019-04-22 18:54:59.378402-04,store_region,varchar(64),64,,t,,,45035996273707190-7
VMart,dbadmin,2019-09-19 17:23:50.117624-04,store,dbadmin,2019-04-22 18:54:59.251449-04,store_dimension,dbadmin,2019-04-22 18:54:59.378402-04,store_state,char(2),2,,t,,,45035996273707190-6
VMart,dbadmin,2019-09-19 17:23:50.117624-04,store,dbadmin,2019-04-22 18:54:59.251449-04,store_dimension,dbadmin,2019-04-22 18:54:59.378402-04,total_square_footage,int,8,,t,,,45035996273707190-12
VMart,dbadmin,2019-09-19 17:23:50.117624-04,store,dbadmin,2019-04-22 18:54:59.251449-04,store_orders_fact,dbadmin,2019-04-22 18:54:59.395233-04,date_delivered,date,8,,t,,,45035996273707208-10
VMart,dbadmin,2019-09-19 17:23:50.117624-04,store,dbadmin,2019-04-22 18:54:59.251449-04,store_orders_fact,dbadmin,2019-04-22 18:54:59.395233-04,date_ordered,date,8,,t,,,45035996273707208-7
VMart,dbadmin,2019-09-19 17:23:50.117624-04,store,dbadmin,2019-04-22 18:54:59.251449-04,store_orders_fact,dbadmin,2019-04-22 18:54:59.395233-04,date_shipped,date,8,,t,,,45035996273707208-8
VMart,dbadmin,2019-09-19 17:23:50.117624-04,store,dbadmin,2019-04-22 18:54:59.251449-04,store_orders_fact,dbadmin,2019-04-22 18:54:59.395233-04,employee_key,int,8,,f,,,45035996273707208-5
VMart,dbadmin,2019-09-19 17:23:50.117624-04,store,dbadmin,2019-04-22 18:54:59.251449-04,store_orders_fact,dbadmin,2019-04-22 18:54:59.395233-04,expected_delivery_date,date,8,,t,,,45035996273707208-9
VMart,dbadmin,2019-09-19 17:23:50.117624-04,store,dbadmin,2019-04-22 18:54:59.251449-04,store_orders_fact,dbadmin,2019-04-22 18:54:59.395233-04,order_number,int,8,,f,,,45035996273707208-6
VMart,dbadmin,2019-09-19 17:23:50.117624-04,store,dbadmin,2019-04-22 18:54:59.251449-04,store_orders_fact,dbadmin,2019-04-22 18:54:59.395233-04,overstock_ceiling,int,8,,t,,,45035996273707208-19
VMart,dbadmin,2019-09-19 17:23:50.117624-04,store,dbadmin,2019-04-22 18:54:59.251449-04,store_orders_fact,dbadmin,2019-04-22 18:54:59.395233-04,product_key,int,8,,f,,,45035996273707208-1
VMart,dbadmin,2019-09-19 17:23:50.117624-04,store,dbadmin,2019-04-22 18:54:59.251449-04,store_orders_fact,dbadmin,2019-04-22 18:54:59.395233-04,product_version,int,8,,f,,,45035996273707208-2
VMart,dbadmin,2019-09-19 17:23:50.117624-04,store,dbadmin,2019-04-22 18:54:59.251449-04,store_orders_fact,dbadmin,2019-04-22 18:54:59.395233-04,quantity_delivered,int,8,,t,,,45035996273707208-12
VMart,dbadmin,2019-09-19 17:23:50.117624-04,store,dbadmin,2019-04-22 18:54:59.251449-04,store_orders_fact,dbadmin,2019-04-22 18:54:59.395233-04,quantity_in_stock,int,8,,t,,,45035996273707208-17
VMart,dbadmin,2019-09-19 17:23:50.117624-04,store,dbadmin,2019-04-22 18:54:59.251449-04,store_orders_fact,dbadmin,2019-04-22 18:54:59.395233-04,quantity_ordered,int,8,,t,,,45035996273707208-11
VMart,dbadmin,2019-09-19 17:23:50.117624-04,store,dbadmin,2019-04-22 18:54:59.251449-04,store_orders_fact,dbadmin,2019-04-22 18:54:59.395233-04,reorder_level,int,8,,t,,,45035996273707208-18
VMart,dbadmin,2019-09-19 17:23:50.117624-04,store,dbadmin,2019-04-22 18:54:59.251449-04,store_orders_fact,dbadmin,2019-04-22 18:54:59.395233-04,shipper_name,varchar(32),32,,t,,,45035996273707208-13
VMart,dbadmin,2019-09-19 17:23:50.117624-04,store,dbadmin,2019-04-22 18:54:59.251449-04,store_orders_fact,dbadmin,2019-04-22 18:54:59.395233-04,shipping_cost,int,8,,t,,,45035996273707208-15
VMart,dbadmin,2019-09-19 17:23:50.117624-04,store,dbadmin,2019-04-22 18:54:59.251449-04,store_orders_fact,dbadmin,2019-04-22 18:54:59.395233-04,store_key,int,8,,f,,,45035996273707208-3
VMart,dbadmin,2019-09-19 17:23:50.117624-04,store,dbadmin,2019-04-22 18:54:59.251449-04,store_orders_fact,dbadmin,2019-04-22 18:54:59.395233-04,total_order_cost,int,8,,t,,,45035996273707208-16
VMart,dbadmin,2019-09-19 17:23:50.117624-04,store,dbadmin,2019-04-22 18:54:59.251449-04,store_orders_fact,dbadmin,2019-04-22 18:54:59.395233-04,unit_price,int,8,,t,,,45035996273707208-14
VMart,dbadmin,2019-09-19 17:23:50.117624-04,store,dbadmin,2019-04-22 18:54:59.251449-04,store_orders_fact,dbadmin,2019-04-22 18:54:59.395233-04,vendor_key,int,8,,f,,,45035996273707208-4
VMart,dbadmin,2019-09-19 17:23:50.117624-04,store,dbadmin,2019-04-22 18:54:59.251449-04,store_sales_fact,dbadmin,2019-04-22 18:54:59.382967-04,cost_dollar_amount,int,8,,t,,,45035996273707194-11
VMart,dbadmin,2019-09-19 17:23:50.117624-04,store,dbadmin,2019-04-22 18:54:59.251449-04,store_sales_fact,dbadmin,2019-04-22 18:54:59.382967-04,customer_key,int,8,,f,,,45035996273707194-6
VMart,dbadmin,2019-09-19 17:23:50.117624-04,store,dbadmin,2019-04-22 18:54:59.251449-04,store_sales_fact,dbadmin,2019-04-22 18:54:59.382967-04,date_key,int,8,,f,,,45035996273707194-1
VMart,dbadmin,2019-09-19 17:23:50.117624-04,store,dbadmin,2019-04-22 18:54:59.251449-04,store_sales_fact,dbadmin,2019-04-22 18:54:59.382967-04,employee_key,int,8,,f,,,45035996273707194-7
VMart,dbadmin,2019-09-19 17:23:50.117624-04,store,dbadmin,2019-04-22 18:54:59.251449-04,store_sales_fact,dbadmin,2019-04-22 18:54:59.382967-04,gross_profit_dollar_amount,int,8,,t,,,45035996273707194-12
VMart,dbadmin,2019-09-19 17:23:50.117624-04,store,dbadmin,2019-04-22 18:54:59.251449-04,store_sales_fact,dbadmin,2019-04-22 18:54:59.382967-04,pos_transaction_number,int,8,,f,,,45035996273707194-8
VMart,dbadmin,2019-09-19 17:23:50.117624-04,store,dbadmin,2019-04-22 18:54:59.251449-04,store_sales_fact,dbadmin,2019-04-22 18:54:59.382967-04,product_key,int,8,,f,,,45035996273707194-2
VMart,dbadmin,2019-09-19 17:23:50.117624-04,store,dbadmin,2019-04-22 18:54:59.251449-04,store_sales_fact,dbadmin,2019-04-22 18:54:59.382967-04,product_version,int,8,,f,,,45035996273707194-3
VMart,dbadmin,2019-09-19 17:23:50.117624-04,store,dbadmin,2019-04-22 18:54:59.251449-04,store_sales_fact,dbadmin,2019-04-22 18:54:59.382967-04,promotion_key,int,8,,f,,,45035996273707194-5
VMart,dbadmin,2019-09-19 17:23:50.117624-04,store,dbadmin,2019-04-22 18:54:59.251449-04,store_sales_fact,dbadmin,2019-04-22 18:54:59.382967-04,sales_dollar_amount,int,8,,t,,,45035996273707194-10
VMart,dbadmin,2019-09-19 17:23:50.117624-04,store,dbadmin,2019-04-22 18:54:59.251449-04,store_sales_fact,dbadmin,2019-04-22 18:54:59.382967-04,sales_quantity,int,8,,t,,,45035996273707194-9
VMart,dbadmin,2019-09-19 17:23:50.117624-04,store,dbadmin,2019-04-22 18:54:59.251449-04,store_sales_fact,dbadmin,2019-04-22 18:54:59.382967-04,store_key,int,8,,f,,,45035996273707194-4
VMart,dbadmin,2019-09-19 17:23:50.117624-04,store,dbadmin,2019-04-22 18:54:59.251449-04,store_sales_fact,dbadmin,2019-04-22 18:54:59.382967-04,tender_type,varchar(8),8,,t,,,45035996273707194-15
VMart,dbadmin,2019-09-19 17:23:50.117624-04,store,dbadmin,2019-04-22 18:54:59.251449-04,store_sales_fact,dbadmin,2019-04-22 18:54:59.382967-04,transaction_time,time,8,,t,,,45035996273707194-14
VMart,dbadmin,2019-09-19 17:23:50.117624-04,store,dbadmin,2019-04-22 18:54:59.251449-04,store_sales_fact,dbadmin,2019-04-22 18:54:59.382967-04,transaction_type,varchar(16),16,,t,,,45035996273707194-13
