,database_name,database_creator,database_owner,database_desc,database_create_time,database_update_time,database_update_user,table_name,table_creator,table_desc,table_create_time,table_update_time,table_update_user,column_name,column_creator,column_desc,column_create_time,column_update_time,column_update_user,column_format,column_title,column_type,column_length,column_default_value,column_nullable,column_decimal_total_digits,column_decimal_fractional_digits,column_id
0,tpch,DBC,DBC,,2018-07-20 13:24:11,2018-07-27 18:47:19,DBC,customer_local,DBC,,2018-07-27 18:23:27,2018-07-27 18:23:27,DBC,C_ACCTBAL,DBC,,2018-07-27 18:23:27,2018-07-27 18:23:27,DBC,--------------.99,,D   ,8,,N ,15.0,2.0,1030
